species,temp_opt_min,Temp_Opt_Max,Rain_Opt_Min,Rain_Opt_Max,Lat_Opt_Min,Lat_Opt_Max,Alt_Opt_Min,Alt_Opt_Max,pH_Opt_Min,pH_Opt_Max,Light_Opt_Min,Light_Opt_Max,Texture_Ops
Zea mays ssp. saccharata,16,24,800,1500,-,-,---,---,5.5,6.8,very bright,very bright,"medium, organic"
Euchlaena mexicana,17,28,800,1250,10,10,---,---,5.5,7,very bright,very bright,"heavy, medium, light"
Zizania latifolia,22,32,600,2500,17,15,---,---,5.5,6,clear skies,very bright,"heavy, organic"
Ziziphus mucronata,12,30,400,800,-,-,---,---,5.5,8,very bright,very bright,"heavy, medium"
Zostera marina,15,25,500,1500,-,-,---,---,6.8,7.2,very bright,clear skies,heavy
Zoysia matrella,18,26,1000,1700,-,-,---,---,5.5,6.5,very bright,cloudy skies,light
Asimina triloba,12,22,400,1200,25,24,---,---,6,7.2,clear skies,very bright,medium
Abutilon theophrasti,14,25,650,2000,-,-,---,---,5.5,6.5,very bright,clear skies,medium
Raphanus sativus var. radicula,12,25,800,1000,-,-,---,---,6,7,clear skies,clear skies,"medium, light"
Vigna oblongifolia,17,23,500,1000,5,-,---,---,6,7.5,clear skies,very bright,"heavy, medium, light, wide"
Vigna parkeri sp. maranguensis,17,21,1500,2500,10,-,---,---,5,6,cloudy skies,very bright,"medium, light"
Prunus africana,14,18,900,1400,-,-,---,---,5.5,6.5,very bright,very bright,"medium, light"
Setaria incrassata,16,30,700,1200,5,-,---,---,6.5,7.5,cloudy skies,very bright,heavy
Tipuana tipu,14,28,700,900,-,-,---,---,5.5,7,clear skies,very bright,medium
Chamaecytisus palmensis,16,24,400,1400,25,-,---,---,5.5,6.5,clear skies,very bright,light
Leucaena collinsii,22,30,900,2500,17,15,---,---,6.5,8,clear skies,very bright,"heavy, medium, light, wide"
Leucaena collinsii sp. collinsii,22,30,1100,2500,17,15,---,---,6.5,8,clear skies,very bright,"heavy, medium, light, wide"
Leucaena pallida,16,24,700,1800,15,-,---,---,6.5,7.5,clear skies,very bright,"medium, light"
Leucaena trichandra,17,22,1000,1800,15,-,---,---,5.5,7.5,cloudy skies,very bright,"heavy, medium"
Leucaena collinsii sp. zacapana,22,30,900,1500,17,15,---,---,6.5,8,clear skies,very bright,"heavy, medium, light, wide"
Leucaena salvadorensis,25,30,800,2000,10,10,---,---,6,7,clear skies,very bright,"medium, light"
Acacia brevispica,20,30,450,700,5,-,---,---,6.5,7.5,cloudy skies,very bright,medium
Prosopis glandulosa,18,28,300,800,25,-,---,---,5.5,7,very bright,very bright,"heavy, medium, light, wide, organic"
Acacia abyssinica,20,30,450,1200,-,-,---,---,5.5,7,very bright,very bright,"medium, light"
Acacia caffra,15,35,700,900,26,24,---,---,5,6,clear skies,very bright,"medium, light"
Acacia dudgeoni,22,32,400,1000,12,10,---,---,5.5,7,clear skies,very bright,"heavy, medium"
Acacia haematoxylon,18,35,150,200,25,25,---,---,6,8,very bright,very bright,light
Agrostis stolonifera,9,22,500,800,40,40,---,---,5,6.5,very bright,clear skies,"medium, organic"
Albizia amara,15,40,400,1000,-,-,---,---,5,7,very bright,very bright,light
Alisma plantago-aquatica,8,18,500,1500,40,37,---,---,5,7,clear skies,very bright,"heavy, medium"
Alysicarpus monilifer,17,28,400,1000,-,-,---,---,6,7.5,clear skies,very bright,"heavy, medium, light, wide"
Andrographis paniculata,20,30,2000,3000,-,-,---,---,-,-,light shade,cloudy skies,"medium, light"
Angelica atropurpurea,10,18,700,1300,40,37,---,---,5,7.5,clear skies,very bright,"heavy, medium, light, wide, organic"
Apocynum cannabinum,12,22,600,1200,27,25,---,---,5,7,cloudy skies,very bright,"medium, light"
Aponogeton distachyos,12,18,600,1100,22,20,---,---,6,7.5,cloudy skies,very bright,"heavy, medium"
Asclepias incarnata,15,25,350,800,32,30,---,---,5,7.5,clear skies,very bright,"heavy, medium, organic"
Asclepias speciosa,12,24,450,800,26,25,---,---,5,7.5,clear skies,very bright,"medium, light, organic"
Bothriochloa ischaemum,15,25,400,1000,35,10,---,---,6,7,very bright,clear skies,"heavy, medium, light, wide"
Caragana arborescens,14,28,350,800,37,35,---,---,6.5,8.5,clear skies,very bright,"medium, light"
Desmodium dichotomum,24,34,1000,2000,10,-,---,---,7,7.5,clear skies,very bright,"heavy, medium"
Erythroxylum coca,17,23,1000,2100,-,-,---,---,5.5,6.5,very bright,very bright,medium
Eucalyptus globulus,18,23,700,1400,38,-,---,---,5.5,6.5,very bright,very bright,medium
Eugenia jambos,18,38,1200,1600,-,-,---,---,5.5,7,very bright,cloudy skies,"medium, organic"
Festuca ovina,10,22,500,900,35,-,---,---,5,6.5,very bright,cloudy skies,light
Hylocereus undatus,18,28,350,3500,-,-,---,---,5.3,6.7,clear skies,very bright,wide
Mentha rotundifolia,10,25,1000,1400,35,30,---,---,5.5,6.5,very bright,clear skies,"heavy, medium"
Ornithopus compressus,15,20,400,700,27,25,---,---,4.5,6.5,clear skies,very bright,"medium, light"
Panicum trichocladum,16,28,1200,2000,-,-,---,---,6,7.5,cloudy skies,very bright,light
Paspalum atratum,22,27,1300,2000,14,-,---,---,5.5,6.5,cloudy skies,very bright,"heavy, medium, light, wide"
Peltophorum africanum,20,32,1000,2500,-,-,---,---,5.5,7,very bright,very bright,"medium, light"
Petasites hybridus,12,17,500,1000,40,38,---,---,5,7,cloudy skies,clear skies,"medium, light"
Pontederia cordata,14,24,800,1200,24,20,---,---,6,7.5,clear skies,very bright,"heavy, medium, light, wide, organic"
Populus deltoides,14,30,1200,2500,33,28,---,---,5.5,6.5,very bright,clear skies,"medium, light"
Prunus domestica,18,33,900,1500,35,10,---,---,5.5,6.1,very bright,very bright,"heavy, medium"
Quercus chrysolepis,20,25,300,1500,36,32,---,---,6,7,cloudy skies,clear skies,"heavy, medium, light, wide, organic"
Quercus dumosa,14,28,600,900,30,30,---,---,5.5,6.5,clear skies,very bright,"heavy, medium"
Samolus valerandi,16,24,500,1300,20,17,---,---,7,8.5,cloudy skies,very bright,heavy
Sparganium erectum,12,24,600,1200,37,40,---,---,6,7.5,cloudy skies,very bright,"heavy, organic"
Taxodium distichum,20,30,1200,1400,24,24,---,---,5.5,7,very bright,clear skies,"heavy, medium, light"
Trapa natans,15,25,500,1200,40,5,---,---,5.5,7.5,clear skies,very bright,heavy
Valeriana officinalis,15,24,600,800,45,40,---,---,5.5,7,clear skies,very bright,"medium, organic"
Vicia ervilia,12,22,500,700,30,30,---,---,7,7.5,very bright,clear skies,"medium, light"
Ziziphus mauritiana,25,42,300,1500,-,-,---,---,5.5,7.5,very bright,very bright,"medium, light"
Persea americana ssp. mexican,14,22,1000,1400,-,-,---,---,5,7,very bright,clear skies,"heavy, medium, light"
Persea americana ssp. guatemalan,15,24,1000,1400,10,-,---,---,5,7,very bright,clear skies,"heavy, medium, light"
Persea americana ssp. west indian,15,26,1000,1400,10,-,---,---,5,7.5,very bright,clear skies,medium
Glycine wightii,20,30,800,1800,-,-,---,---,6.5,7,very bright,clear skies,"heavy, medium"
"Eucalyptus camaldulensis, northern provenances",25,35,700,1300,15,15,---,---,6.5,7.5,very bright,very bright,"medium, light"
"Pinus merkusii, island provenances",23,30,2300,2800,-,-,---,---,4.5,5.5,very bright,very bright,"medium, light"
Ipomoea aquatica var. reptans,15,35,2000,2500,10,10,---,---,5,7,very bright,very bright,"heavy, organic"
Vigna unguiculata ssp. biflora,20,35,1100,1300,5,-,---,---,5.5,6.5,very bright,very bright,medium
Casuarina cristata ssp. pauper,27,37,250,400,27,27,---,---,6.5,8,very bright,very bright,"medium, light"
Elaeocarpus grandis,18,28,1500,3000,14,14,---,---,5.5,6.5,very bright,clear skies,"heavy, medium"
Argyrodendron actinophyllum ssp. diversifolium,20,30,1100,1400,19,19,---,---,5,6.5,very bright,clear skies,light
Pinus michoacana var. turmida,18,28,900,1100,15,15,---,---,7,7.3,very bright,clear skies,light
Gelidiella acerosa,20,28,2000,3000,-,-,---,---,7,8.5,clear skies,light shade,light
Eusideroxylon zwageri,20,30,2500,4000,-,-,---,---,5,6,very bright,light shade,"medium, light"
Mimosa scabrella,16,27,800,2500,20,-,---,---,5.5,7,clear skies,very bright,"medium, light"
Chenopodium album,12,18,800,1200,-,-,---,---,6,7,clear skies,very bright,"heavy, medium, light"
Acacia decurrens,12,25,900,2600,25,25,---,---,5,6.5,very bright,cloudy skies,"medium, light"
Ludwigia adscendens,15,25,1500,3000,-,-,---,---,5.5,7,clear skies,very bright,heavy
Marsilea quadrifolia,20,28,700,2000,12,10,---,---,6.5,7.5,light shade,very bright,"heavy, medium, organic"
Ruta graveolens,17,26,500,1500,25,-,---,---,6.5,7.5,very bright,very bright,light
Zornia latifolia,18,28,1200,1800,-,-,---,---,4.5,6,clear skies,very bright,"heavy, medium"
Phytolacca dioica,18,32,800,1500,-,-,---,---,5.5,7,cloudy skies,very bright,"heavy, medium, organic"
Brachylaena huillensis,15,25,900,1200,-,-,---,---,5,7,clear skies,very bright,"medium, light"
Podocarpus falcatus,13,20,1200,1800,-,-,---,---,5,7,clear skies,very bright,"light, organic"
Acanthosicyos horridus,15,30,125,250,17,15,---,---,6,7,clear skies,very bright,light
Borassus aethiopum,20,35,500,1000,-,-,---,---,5.5,7,very bright,very bright,medium
Rhigozum trichotomum,15,35,150,300,21,20,---,---,6,7,clear skies,very bright,light
Chlorophytum comosum,12,24,700,1500,20,-,---,---,5,7,cloudy skies,clear skies,medium
Ficus thonningii,22,28,750,2000,-,-,---,---,5,7,clear skies,very bright,"medium, light, organic"
Girardinia diversifolia,12,18,1500,3500,5,-,---,---,6.5,7.5,cloudy skies,very bright,"heavy, medium, light, wide"
Faurea saligna,20,28,500,1000,-,-,---,---,5.5,7,very bright,very bright,"medium, light"
Protea caffra ssp. caffra,15,25,400,900,22,21,---,---,5,7,clear skies,very bright,light
Albizia harveyi,18,28,900,1800,-,-,---,---,5,5.5,clear skies,very bright,medium
Burkea africana,14,36,650,850,-,-,---,---,5,7,clear skies,very bright,light
Baikiaea plurijuga,25,38,600,1000,-,-,---,---,5,5.5,very bright,very bright,light
Bolusanthus speciosus,17,27,500,650,12,10,---,---,6.5,8,clear skies,very bright,"heavy, medium, organic"
Sesbania rostrata,15,30,1500,3500,-,-,---,---,6,7.5,clear skies,very bright,heavy
Dalbergia melanoxylon,20,35,700,1200,-,-,---,---,5.5,7,very bright,very bright,"heavy, medium"
Erythrina caffra,16,28,700,1000,-,-,---,---,5.5,7,clear skies,very bright,medium
Macrotyloma daltonii,22,28,600,700,5,-,---,---,6.5,7.5,clear skies,very bright,"medium, light"
Calodendrum capense,20,30,800,1500,10,-,---,---,5.5,7,clear skies,very bright,"heavy, medium, organic"
Ekebergia capensis,18,26,900,2000,-,-,---,---,5.5,7,clear skies,very bright,light
Securidaca longependunculata,20,30,600,1000,-,-,---,---,5,7,clear skies,very bright,light
Sapium ellipticum,20,27,1200,2000,-,-,---,---,5,6.5,very bright,very bright,"heavy, medium"
Sclerocarya birrea ssp. caffra,20,40,400,1200,-,-,---,---,6,7,very bright,very bright,"heavy, medium, light, wide"
Warburgia salutaris,15,25,600,1500,-,-,---,---,5,7,clear skies,very bright,"medium, organic"
Terminalia prunioides,20,35,450,900,-,-,---,---,6,8,very bright,very bright,light
Beta vulgaris var. saccharifera,15,25,400,700,30,30,---,---,6,6.8,cloudy skies,clear skies,"medium, organic"
Sorghum bicolor,22,35,400,600,10,-,---,---,5.5,7.5,very bright,very bright,"heavy, medium"
Stipagrostis amabilis,20,40,150,200,23,23,---,---,6.5,8,very bright,very bright,light
Fagus sylvatica,10,20,500,1000,45,40,---,---,5,7,cloudy skies,very bright,medium
Axonopus fissifolius,17,32,1000,2000,15,-,---,---,5,6,cloudy skies,very bright,"medium, light"
Chamaecrista nictitans,20,25,1000,1600,-,-,---,---,5,6.5,clear skies,very bright,light
Paraserianthes falcataria,20,30,2000,4000,-,-,---,---,5,8,very bright,very bright,"heavy, medium"
Orbignya phalerata,20,30,3000,6000,-,-,---,---,5.5,6.5,clear skies,very bright,light
Acacia cana,14,30,600,900,22,20,---,---,6,7,cloudy skies,very bright,heavy
Acacia doratoxylon,22,23,400,600,33,30,---,---,6,7,cloudy skies,very bright,"medium, light"
Alnus maritima,8,20,1000,2000,30,15,---,---,6.5,7.5,clear skies,very bright,"medium, light, organic"
Euonymus japonicus,12,20,700,1300,10,-,---,---,5,6,clear skies,very bright,"medium, organic"
Indigofera schimperi,17,26,400,1000,-,-,---,---,7,7.5,clear skies,very bright,"heavy, medium"
Melilotus albus,12,28,600,800,32,30,---,---,6.5,7.5,clear skies,very bright,"heavy, medium, light, wide"
Phaseolus bracteatus,15,25,600,1000,10,-,---,---,6,8,clear skies,very bright,"medium, light"
Teramnus uncinatus,24,30,1000,3000,-,-,---,---,5.5,6.5,clear skies,very bright,"heavy, medium, light, wide"
Raphanus sativus var. oleiferus,12,25,800,1000,-,-,---,---,6,6.5,very bright,clear skies,"medium, light"
Pausinystalia yohimbe,22,28,2000,4000,-,-,---,---,5.5,7,cloudy skies,very bright,"heavy, medium"
Acacia angustissima,25,30,1000,2500,10,-,---,---,5,6.5,cloudy skies,very bright,"heavy, medium, light, wide"
Centropodia glauca,20,30,150,200,20,18,---,---,6.5,7,clear skies,very bright,light
Couma utilis,20,30,2000,4000,-,-,---,---,4.5,6,clear skies,cloudy skies,light
Hyphaene compressa,20,30,300,800,-,-,---,---,6,7,clear skies,very bright,light
Echinacea purpurea,18,24,400,800,-,-,---,---,6.5,7.5,clear skies,very bright,"medium, organic"
Tetrachne dregei,14,20,350,650,26,25,---,---,7,7.5,clear skies,very bright,light
Trachypogon spicatus,20,26,600,1300,15,10,---,---,5.5,6.5,clear skies,very bright,light
Pachyrhizus ahipa,12,22,800,1100,-,-,---,---,5.5,6.5,very bright,clear skies,light
Pachyrhizus tuberosus,25,30,1500,1900,-,-,---,---,5,5.5,clear skies,cloudy skies,light
Mirabilis expansa,12,20,600,800,-,-,---,---,6,7,very bright,clear skies,"medium, organic"
Uvaria scheffleri,20,28,700,1500,-,-,---,---,5,6,cloudy skies,very bright,"medium, light"
Acokanthera schimperi,17,23,500,700,-,-,---,---,5.5,6.5,clear skies,very bright,"medium, light"
Abies amabilis,12,18,1500,6000,42,40,---,---,5,7,clear skies,cloudy skies,"medium, organic"
Aeschynomene evenia,20,28,600,1600,5,-,---,---,5,7,cloudy skies,very bright,"medium, light"
Aeschynomene histrix,15,28,800,1500,-,-,---,---,5,6.5,clear skies,very bright,"medium, light"
Aeschynomene villosa,15,27,900,1500,-,-,---,---,6,7,cloudy skies,very bright,"heavy, medium"
Aiphanes aculeata,22,27,1500,3000,-,-,---,---,5,6.5,light shade,clear skies,"medium, organic"
Alphitonia excelsa,18,36,560,1250,15,10,---,---,5.5,7,clear skies,very bright,"heavy, medium, light, wide, organic"
Amelanchier pallida,14,25,800,1200,32,30,---,---,5.5,6.5,cloudy skies,clear skies,light
Aquilegia canadensis,14,21,750,1200,30,27,---,---,5.5,8,light shade,clear skies,"medium, organic"
Asclepias lanceolata,12,30,600,1400,22,20,---,---,5,7,cloudy skies,very bright,"medium, light, organic"
Aster cordifolius var. cordifolius,12,24,600,1200,32,30,---,---,5.7,7.5,cloudy skies,very bright,medium
Astragalus adsurgens,20,35,400,500,35,30,---,---,7,8.5,clear skies,very bright,"medium, light"
Canavalia brasiliensis,26,30,900,1500,8,5,---,---,5,7,clear skies,very bright,"heavy, medium, light, wide"
Citrus aurantium ssp. bergamia,20,28,1200,1500,-,-,---,---,5,6.5,very bright,very bright,medium
Desmanthus glandulosus,12,25,300,800,28,25,---,---,6.5,8,cloudy skies,very bright,"medium, light"
Desmanthus leptophyllus,22,28,800,1800,-,-,---,---,6.5,8,cloudy skies,very bright,"medium, light"
Khaya anthotheca,18,28,600,1600,-,-,---,---,5,7,clear skies,very bright,"medium, light"
Malva alcea,14,28,500,1400,41,40,---,---,6.5,8,clear skies,very bright,"medium, light"
Peltandra sagittifolia,16,24,1000,1500,25,22,---,---,5,7,clear skies,very bright,"heavy, medium, light, wide, organic"
Pinus elliottii ssp. elliottii,23,32,1000,2000,28,28,---,---,4.5,5.5,very bright,very bright,"heavy, medium, light"
Rhodiola rosea,10,25,400,800,36,34,---,---,5.5,6.5,clear skies,very bright,"light, organic"
Senna spectabilis,15,25,800,1000,-,-,---,---,5.5,7,clear skies,very bright,"medium, light"
Tabebuia serratifolia,24,32,700,1700,-,-,---,---,5,7,very bright,very bright,"heavy, medium"
Terminalia bellirica,20,33,1500,2500,-,-,---,---,5.5,6.5,very bright,very bright,"heavy, medium, light, wide"
Vicia sativa ssp. nigra,11,23,600,800,-,-,---,---,6,7,very bright,cloudy skies,medium
Vicia sativa ssp. sativa,14,23,700,900,30,-,---,---,6,7,very bright,cloudy skies,"heavy, medium"
Vicia villosa sp. varia,18,24,600,1400,10,-,---,---,6,7,clear skies,very bright,"heavy, medium, light, wide"
Vicia villosa ssp. villosa,12,22,700,900,30,-,---,---,6,7,very bright,clear skies,"medium, light"
Zea mays ssp. mays,18,33,600,1200,-,-,---,---,5,7,very bright,very bright,"medium, organic"
Eurycoma longifolia,20,30,2000,4000,-,-,---,---,4.5,5.5,cloudy skies,clear skies,"medium, light, organic"
Ziziphus abyssinica,18,28,500,1800,-,-,---,---,5.5,7.5,very bright,very bright,"heavy, medium, light, wide, organic"
Markhamia lutea,18,28,800,2000,-,-,---,---,4.5,7,clear skies,very bright,medium
Zanthoxylum chalybeum,18,24,800,1400,-,-,---,---,5.5,7,clear skies,very bright,"medium, light"
Eucalyptus globoidea,20,31,700,1300,34,30,---,---,5.5,6.5,clear skies,very bright,"medium, light"
Eucalyptus piperita,20,30,1000,1500,34,34,---,---,5.5,6.5,clear skies,very bright,"medium, light"
Eucalyptus scias,22,32,1000,1300,26,24,---,---,5.5,6.5,clear skies,very bright,medium
Eucalyptus cypellocarpa,21,31,800,1400,34,30,---,---,6,7,clear skies,very bright,"heavy, medium"
Eucalyptus rubida,12,24,600,1600,30,28,---,---,5.5,6.5,clear skies,very bright,"heavy, medium, light, wide"
Thymus maroccanus,16,24,500,800,27,15,---,---,6.5,7.5,clear skies,very bright,"medium, light"
Melia volkensii,20,28,500,800,-,-,---,---,6,7,very bright,very bright,"heavy, medium, light, wide"
Populus ciliata,12,20,700,3000,25,20,---,---,5.5,7,very bright,very bright,"medium, light"
Ocotea usambarensis,15,20,1200,1800,-,-,---,---,5.5,6,clear skies,very bright,medium
Polyscias fulva,20,30,1500,2000,-,-,---,---,5,6.5,clear skies,very bright,"medium, light"
Pycnanthus angolensis,20,28,1300,1800,-,-,---,---,5,6,clear skies,very bright,"medium, light, organic"
Schima wallichii,12,30,1400,3000,-,-,---,---,5,6.5,clear skies,very bright,"heavy, medium, light, wide, organic"
Shorea javanica,22,28,3000,4000,-,-,---,---,5,7.5,clear skies,very bright,medium
Stereospermum kunthianum,22,34,450,900,-,-,---,---,5,6.5,very bright,very bright,"heavy, medium, light, wide"
Terminalia brownii,14,24,500,1300,-,-,---,---,5.5,7,clear skies,very bright,"medium, light"
Terminalia mantaly,20,28,500,1200,-,-,---,---,5.5,7,clear skies,very bright,"medium, light"
Donaldsonia stenopetala,25,35,500,1500,1,1,---,---,6,8,clear skies,very bright,medium
Frithia humilis,15,30,700,800,25,25,---,---,5,6,clear skies,very bright,light
Ambelania acida,22,30,1500,2500,-,-,---,---,5,7,light shade,cloudy skies,"medium, organic"
Alloteropsis semialata,14,24,600,1600,7,5,---,---,5,6.5,cloudy skies,very bright,"medium, light"
Adesmia bicolor,10,20,600,1000,27,25,---,---,6.5,7.5,clear skies,very bright,"heavy, medium, light, wide"
Adesmia latifolia,12,20,500,700,34,30,---,---,6,7,clear skies,very bright,"heavy, medium"
Adesmia punctata,12,22,800,2000,25,24,---,---,6,7,clear skies,very bright,light
Adesmia securigerifolia,10,25,600,1300,27,25,---,---,6,7,cloudy skies,very bright,medium
Albizia basaltica,22,32,500,750,17,15,---,---,6,7,clear skies,very bright,"medium, light"
Aeschynomene brasiliana,20,29,800,1200,-,-,---,---,6,7,cloudy skies,very bright,light
Biserrula pelecinus,18,26,400,600,30,28,---,---,4.5,5.5,clear skies,very bright,"heavy, medium, light, wide"
Galega orientalis,10,16,500,700,42,40,---,---,6.5,7,clear skies,very bright,light
Centrosema acutifolium var. matogrossense,24,28,1000,2500,-,-,---,---,5,6,clear skies,very bright,"heavy, medium"
Centrosema brasilianum,22,30,500,2000,-,-,---,---,4.5,6,cloudy skies,very bright,"medium, light"
